Source Type,Risk Type,Risk Greek,Underlying,Tenor Swap,Tenor Option,Tenor Swap Order,Tenor Option Order,Market Date,Open,Current,Move,Market Status,Market Data Status
ir/xccyvega,IR,XCCYVega,FAKE_REPLACE_ME - EUR/USD XCCY Vol,FAKE_REPLACE_ME - 5Y,FAKE_REPLACE_ME - 3M,2,0,2026-08-11,0.076469,0.078579,0.00211,OFFICIAL,Available
ir/xccyvega,IR,XCCYVega,FAKE_REPLACE_ME - EUR/USD XCCY Vol,FAKE_REPLACE_ME - 5Y,FAKE_REPLACE_ME - 6M,2,1,2026-08-11,0.170786,0.167046,-0.00374,OFFICIAL,Available
ir/xccyvega,IR,XCCYVega,FAKE_REPLACE_ME - EUR/USD XCCY Vol,FAKE_REPLACE_ME - 5Y,FAKE_REPLACE_ME - 1Y,2,2,2026-08-11,0.137129,0.141269,0.00414,OFFICIAL,Available
ir/xccyvega,IR,XCCYVega,FAKE_REPLACE_ME - EUR/USD XCCY Vol,FAKE_REPLACE_ME - 5Y,FAKE_REPLACE_ME - 2Y,2,3,2026-08-11,0.343715,0.353005,0.00929,OFFICIAL,Available
ir/xccyvega,IR,XCCYVega,FAKE_REPLACE_ME - EUR/USD XCCY Vol,FAKE_REPLACE_ME - 10Y,FAKE_REPLACE_ME - 3M,3,0,2026-08-11,0.196148,0.184758,-0.01139,OFFICIAL,Available
ir/xccyvega,IR,XCCYVega,FAKE_REPLACE_ME - EUR/USD XCCY Vol,FAKE_REPLACE_ME - 10Y,FAKE_REPLACE_ME - 6M,3,1,2026-08-11,0.232889,0.233969,0.00108,OFFICIAL,Available
ir/xccyvega,IR,XCCYVega,FAKE_REPLACE_ME - EUR/USD XCCY Vol,FAKE_REPLACE_ME - 10Y,FAKE_REPLACE_ME - 1Y,3,2,2026-08-11,0.177632,0.189182,0.01155,OFFICIAL,Available
ir/xccyvega,IR,XCCYVega,FAKE_REPLACE_ME - EUR/USD XCCY Vol,FAKE_REPLACE_ME - 10Y,FAKE_REPLACE_ME - 2Y,3,3,2026-08-11,0.214724,0.205194,-0.00953,OFFICIAL,Available
ir/xccyvega,IR,XCCYVega,FAKE_REPLACE_ME - EUR/USD XCCY Vol,FAKE_REPLACE_ME - 30Y,FAKE_REPLACE_ME - 3M,4,0,2026-08-11,0.217247,0.216327,-0.00092,OFFICIAL,Available
ir/xccyvega,IR,XCCYVega,FAKE_REPLACE_ME - EUR/USD XCCY Vol,FAKE_REPLACE_ME - 30Y,FAKE_REPLACE_ME - 6M,4,1,2026-08-11,0.216458,0.208068,-0.00839,OFFICIAL,Available
ir/xccyvega,IR,XCCYVega,FAKE_REPLACE_ME - EUR/USD XCCY Vol,FAKE_REPLACE_ME - 30Y,FAKE_REPLACE_ME - 1Y,4,2,2026-08-11,0.065888,0.069268,0.00338,OFFICIAL,Available
ir/xccyvega,IR,XCCYVega,FAKE_REPLACE_ME - EUR/USD XCCY Vol,FAKE_REPLACE_ME - 30Y,FAKE_REPLACE_ME - 2Y,4,3,2026-08-11,0.228725,0.217575,-0.01115,OFFICIAL,Available
ir/xccyvega,IR,XCCYVega,FAKE_REPLACE_ME - GBP/USD XCCY Vol,FAKE_REPLACE_ME - 1Y,FAKE_REPLACE_ME - 3M,0,0,2026-08-11,0.233411,0.230111,-0.0033,OFFICIAL,Available
ir/xccyvega,IR,XCCYVega,FAKE_REPLACE_ME - GBP/USD XCCY Vol,FAKE_REPLACE_ME - 1Y,FAKE_REPLACE_ME - 6M,0,1,2026-08-11,0.088226,0.084336,-0.00389,OFFICIAL,Available
ir/xccyvega,IR,XCCYVega,FAKE_REPLACE_ME - GBP/USD XCCY Vol,FAKE_REPLACE_ME - 1Y,FAKE_REPLACE_ME - 1Y,0,2,2026-08-11,0.323714,0.332824,0.00911,OFFICIAL,Available
ir/xccyvega,IR,XCCYVega,FAKE_REPLACE_ME - GBP/USD XCCY Vol,FAKE_REPLACE_ME - 1Y,FAKE_REPLACE_ME - 2Y,0,3,2026-08-11,0.238643,0.250633,0.01199,OFFICIAL,Available
ir/xccyvega,IR,XCCYVega,FAKE_REPLACE_ME - GBP/USD XCCY Vol,FAKE_REPLACE_ME - 3Y,FAKE_REPLACE_ME - 3M,1,0,2026-08-11,0.182645,0.174465,-0.00818,OFFICIAL,Available
ir/xccyvega,IR,XCCYVega,FAKE_REPLACE_ME - GBP/USD XCCY Vol,FAKE_REPLACE_ME - 3Y,FAKE_REPLACE_ME - 6M,1,1,2026-08-11,0.250994,0.253284,0.00229,OFFICIAL,Available
ir/xccyvega,IR,XCCYVega,FAKE_REPLACE_ME - GBP/USD XCCY Vol,FAKE_REPLACE_ME - 3Y,FAKE_REPLACE_ME - 1Y,1,2,2026-08-11,0.140978,0.150268,0.00929,OFFICIAL,Available
ir/xccyvega,IR,XCCYVega,FAKE_REPLACE_ME - GBP/USD XCCY Vol,FAKE_REPLACE_ME - 3Y,FAKE_REPLACE_ME - 2Y,1,3,2026-08-11,0.203501,0.198411,-0.00509,OFFICIAL,Available
ir/xccyvega,IR,XCCYVega,FAKE_REPLACE_ME - GBP/USD XCCY Vol,FAKE_REPLACE_ME - 5Y,FAKE_REPLACE_ME - 3M,2,0,2026-08-11,0.119597,0.111887,-0.00771,OFFICIAL,Available
ir/xccyvega,IR,XCCYVega,FAKE_REPLACE_ME - GBP/USD XCCY Vol,FAKE_REPLACE_ME - 5Y,FAKE_REPLACE_ME - 6M,2,1,2026-08-11,0.20825,0.19942,-0.00883,OFFICIAL,Available
ir/xccyvega,IR,XCCYVega,FAKE_REPLACE_ME - GBP/USD XCCY Vol,FAKE_REPLACE_ME - 5Y,FAKE_REPLACE_ME - 1Y,2,2,2026-08-11,0.326549,0.337339,0.01079,OFFICIAL,Available
ir/xccyvega,IR,XCCYVega,FAKE_REPLACE_ME - GBP/USD XCCY Vol,FAKE_REPLACE_ME - 5Y,FAKE_REPLACE_ME - 2Y,2,3,2026-08-11,0.111764,0.121434,0.00967,OFFICIAL,Available
ir/xccyvega,IR,XCCYVega,FAKE_REPLACE_ME - GBP/USD XCCY Vol,FAKE_REPLACE_ME - 10Y,FAKE_REPLACE_ME - 3M,3,0,2026-08-11,0.214652,0.209382,-0.00527,OFFICIAL,Available
ir/xccyvega,IR,XCCYVega,FAKE_REPLACE_ME - GBP/USD XCCY Vol,FAKE_REPLACE_ME - 10Y,FAKE_REPLACE_ME - 6M,3,1,2026-08-11,0.290723,0.296193,0.00547,OFFICIAL,Available
ir/xccyvega,IR,XCCYVega,FAKE_REPLACE_ME - GBP/USD XCCY Vol,FAKE_REPLACE_ME - 10Y,FAKE_REPLACE_ME - 1Y,3,2,2026-08-11,0.321464,0.314434,-0.00703,OFFICIAL,Available
ir/xccyvega,IR,XCCYVega,FAKE_REPLACE_ME - GBP/USD XCCY Vol,FAKE_REPLACE_ME - 10Y,FAKE_REPLACE_ME - 2Y,3,3,2026-08-11,0.098318,0.089928,-0.00839,OFFICIAL,Available
ir/xccyvega,IR,XCCYVega,FAKE_REPLACE_ME - GBP/USD XCCY Vol,FAKE_REPLACE_ME - 30Y,FAKE_REPLACE_ME - 3M,4,0,2026-08-11,0.228602,0.224072,-0.00453,OFFICIAL,Available
ir/xccyvega,IR,XCCYVega,FAKE_REPLACE_ME - GBP/USD XCCY Vol,FAKE_REPLACE_ME - 30Y,FAKE_REPLACE_ME - 6M,4,1,2026-08-11,0.287474,0.297174,0.0097,OFFICIAL,Available
ir/xccyvega,IR,XCCYVega,FAKE_REPLACE_ME - GBP/USD XCCY Vol,FAKE_REPLACE_ME - 30Y,FAKE_REPLACE_ME - 1Y,4,2,2026-08-11,0.170006,0.181676,0.01167,OFFICIAL,Available
ir/xccyvega,IR,XCCYVega,FAKE_REPLACE_ME - GBP/USD XCCY Vol,FAKE_REPLACE_ME - 30Y,FAKE_REPLACE_ME - 2Y,4,3,2026-08-11,0.203429,0.202509,-0.00092,OFFICIAL,Available
ir/xccyvega,IR,XCCYVega,FAKE_REPLACE_ME - USD/JPY XCCY Vol,FAKE_REPLACE_ME - 1Y,FAKE_REPLACE_ME - 3M,0,0,2026-08-11,0.157616,0.162996,0.00538,OFFICIAL,Available
ir/xccyvega,IR,XCCYVega,FAKE_REPLACE_ME - USD/JPY XCCY Vol,FAKE_REPLACE_ME - 1Y,FAKE_REPLACE_ME - 6M,0,1,2026-08-11,0.222725,0.228165,0.00544,OFFICIAL,Available
ir/xccyvega,IR,XCCYVega,FAKE_REPLACE_ME - USD/JPY XCCY Vol,FAKE_REPLACE_ME - 1Y,FAKE_REPLACE_ME - 1Y,0,2,2026-08-11,0.179945,0.171915,-0.00803,OFFICIAL,Available
ir/xccyvega,IR,XCCYVega,FAKE_REPLACE_ME - USD/JPY XCCY Vol,FAKE_REPLACE_ME - 1Y,FAKE_REPLACE_ME - 2Y,0,3,2026-08-11,0.343775,0.355325,0.01155,OFFICIAL,Available
ir/xccyvega,IR,XCCYVega,FAKE_REPLACE_ME - USD/JPY XCCY Vol,FAKE_REPLACE_ME - 3Y,FAKE_REPLACE_ME - 3M,1,0,2026-08-11,0.334997,0.342727,0.00773,OFFICIAL,Available
ir/xccyvega,IR,XCCYVega,FAKE_REPLACE_ME - USD/JPY XCCY Vol,FAKE_REPLACE_ME - 3Y,FAKE_REPLACE_ME - 6M,1,1,2026-08-11,0.094526,0.095516,0.00099,OFFICIAL,Available
ir/xccyvega,IR,XCCYVega,FAKE_REPLACE_ME - USD/JPY XCCY Vol,FAKE_REPLACE_ME - 3Y,FAKE_REPLACE_ME - 1Y,1,2,2026-08-11,0.285926,0.287656,0.00173,OFFICIAL,Available
ir/xccyvega,IR,XCCYVega,FAKE_REPLACE_ME - USD/JPY XCCY Vol,FAKE_REPLACE_ME - 3Y,FAKE_REPLACE_ME - 2Y,1,3,2026-08-11,0.24089,0.2525,0.01161,OFFICIAL,Available
ir/xccyvega,IR,XCCYVega,FAKE_REPLACE_ME - USD/JPY XCCY Vol,FAKE_REPLACE_ME - 5Y,FAKE_REPLACE_ME - 3M,2,0,2026-08-11,0.283454,0.276334,-0.00712,OFFICIAL,Available
ir/xccyvega,IR,XCCYVega,FAKE_REPLACE_ME - USD/JPY XCCY Vol,FAKE_REPLACE_ME - 5Y,FAKE_REPLACE_ME - 6M,2,1,2026-08-11,0.108848,0.103108,-0.00574,OFFICIAL,Available
ir/xccyvega,IR,XCCYVega,FAKE_REPLACE_ME - USD/JPY XCCY Vol,FAKE_REPLACE_ME - 5Y,FAKE_REPLACE_ME - 1Y,2,2,2026-08-11,0.167069,0.161089,-0.00598,OFFICIAL,Available
ir/xccyvega,IR,XCCYVega,FAKE_REPLACE_ME - USD/JPY XCCY Vol,FAKE_REPLACE_ME - 5Y,FAKE_REPLACE_ME - 2Y,2,3,2026-08-11,0.231278,0.239658,0.00838,OFFICIAL,Available
ir/xccyvega,IR,XCCYVega,FAKE_REPLACE_ME - USD/JPY XCCY Vol,FAKE_REPLACE_ME - 10Y,FAKE_REPLACE_ME - 3M,3,0,2026-08-11,0.142748,0.133978,-0.00877,OFFICIAL,Available
ir/xccyvega,IR,XCCYVega,FAKE_REPLACE_ME - USD/JPY XCCY Vol,FAKE_REPLACE_ME - 10Y,FAKE_REPLACE_ME - 6M,3,1,2026-08-11,0.279293,0.291343,0.01205,OFFICIAL,Available
ir/xccyvega,IR,XCCYVega,FAKE_REPLACE_ME - USD/JPY XCCY Vol,FAKE_REPLACE_ME - 10Y,FAKE_REPLACE_ME - 1Y,3,2,2026-08-11,0.065228,0.067458,0.00223,OFFICIAL,Available
ir/xccyvega,IR,XCCYVega,FAKE_REPLACE_ME - USD/JPY XCCY Vol,FAKE_REPLACE_ME - 10Y,FAKE_REPLACE_ME - 2Y,3,3,2026-08-11,0.094805,0.103355,0.00855,OFFICIAL,Available
ir/xccyvega,IR,XCCYVega,FAKE_REPLACE_ME - USD/JPY XCCY Vol,FAKE_REPLACE_ME - 30Y,FAKE_REPLACE_ME - 3M,4,0,2026-08-11,0.170372,0.163042,-0.00733,OFFICIAL,Available
ir/xccyvega,IR,XCCYVega,FAKE_REPLACE_ME - USD/JPY XCCY Vol,FAKE_REPLACE_ME - 30Y,FAKE_REPLACE_ME - 6M,4,1,2026-08-11,0.121658,0.127298,0.00564,OFFICIAL,Available
ir/xccyvega,IR,XCCYVega,FAKE_REPLACE_ME - USD/JPY XCCY Vol,FAKE_REPLACE_ME - 30Y,FAKE_REPLACE_ME - 1Y,4,2,2026-08-11,0.061511,0.054061,-0.00745,OFFICIAL,Available
ir/xccyvega,IR,XCCYVega,FAKE_REPLACE_ME - USD/JPY XCCY Vol,FAKE_REPLACE_ME - 30Y,FAKE_REPLACE_ME - 2Y,4,3,2026-08-11,0.281222,0.291072,0.00985,OFFICIAL,Available
ir/inflation,IR,Inflation,FAKE_REPLACE_ME - US CPI,FAKE_REPLACE_ME - 2Y,N/A,0,,2026-08-11,0.075887,0.074887,-0.001,OFFICIAL,Available
ir/inflation,IR,Inflation,FAKE_REPLACE_ME - US CPI,FAKE_REPLACE_ME - 5Y,N/A,1,,2026-08-11,0.012275,0.011865,-0.00041,OFFICIAL,Available
ir/inflation,IR,Inflation,FAKE_REPLACE_ME - US CPI,FAKE_REPLACE_ME - 10Y,N/A,2,,2026-08-11,0.035931,0.034221,-0.00171,OFFICIAL,Available
ir/inflation,IR,Inflation,FAKE_REPLACE_ME - US CPI,FAKE_REPLACE_ME - 20Y,N/A,3,,2026-08-11,0.034994,0.035614,0.00062,OFFICIAL,Available
ir/inflation,IR,Inflation,FAKE_REPLACE_ME - US CPI,FAKE_REPLACE_ME - 30Y,N/A,4,,2026-08-11,0.066289,0.065318,-0.000971,OFFICIAL,Available
ir/inflation,IR,Inflation,FAKE_REPLACE_ME - EU HICP,FAKE_REPLACE_ME - 2Y,N/A,0,,2026-08-11,0.035327,0.034177,-0.00115,OFFICIAL,Available
ir/inflation,IR,Inflation,FAKE_REPLACE_ME - EU HICP,FAKE_REPLACE_ME - 5Y,N/A,1,,2026-08-11,0.067397,0.067637,0.00024,OFFICIAL,Available
ir/inflation,IR,Inflation,FAKE_REPLACE_ME - EU HICP,FAKE_REPLACE_ME - 10Y,N/A,2,,2026-08-11,0.024862,0.024822,-0.00004,OFFICIAL,Available
ir/inflation,IR,Inflation,FAKE_REPLACE_ME - EU HICP,FAKE_REPLACE_ME - 20Y,N/A,3,,2026-08-11,0.060212,0.061072,0.00086,OFFICIAL,Available
ir/inflation,IR,Inflation,FAKE_REPLACE_ME - EU HICP,FAKE_REPLACE_ME - 30Y,N/A,4,,2026-08-11,0.028404,0.027944,-0.00046,OFFICIAL,Available
ir/inflation,IR,Inflation,FAKE_REPLACE_ME - UK RPI,FAKE_REPLACE_ME - 2Y,N/A,0,,2026-08-11,0.079208,0.079738,0.00053,OFFICIAL,Available
ir/inflation,IR,Inflation,FAKE_REPLACE_ME - UK RPI,FAKE_REPLACE_ME - 5Y,N/A,1,,2026-08-11,0.034109,0.033549,-0.00056,OFFICIAL,Available
ir/inflation,IR,Inflation,FAKE_REPLACE_ME - UK RPI,FAKE_REPLACE_ME - 10Y,N/A,2,,2026-08-11,0.033819,0.034119,0.0003,OFFICIAL,Available
ir/inflation,IR,Inflation,FAKE_REPLACE_ME - UK RPI,FAKE_REPLACE_ME - 20Y,N/A,3,,2026-08-11,0.011287,0.010537,-0.00075,OFFICIAL,Available
ir/inflation,IR,Inflation,FAKE_REPLACE_ME - UK RPI,FAKE_REPLACE_ME - 30Y,N/A,4,,2026-08-11,0.009769,0.010589,0.00082,OFFICIAL,Available
ir/inflationvega,IR,InflationVega,FAKE_REPLACE_ME - US CPI Vol,FAKE_REPLACE_ME - 2Y,FAKE_REPLACE_ME - 6M,0,0,2026-08-11,0.23804,0.24392,0.00588,OFFICIAL,Available
ir/inflationvega,IR,InflationVega,FAKE_REPLACE_ME - US CPI Vol,FAKE_REPLACE_ME - 2Y,FAKE_REPLACE_ME - 1Y,0,1,2026-08-11,0.258905,0.249895,-0.00901,OFFICIAL,Available
ir/inflationvega,IR,InflationVega,FAKE_REPLACE_ME - US CPI Vol,FAKE_REPLACE_ME - 2Y,FAKE_REPLACE_ME - 2Y,0,2,2026-08-11,0.149204,0.156994,0.00779,OFFICIAL,Available
ir/inflationvega,IR,InflationVega,FAKE_REPLACE_ME - US CPI Vol,FAKE_REPLACE_ME - 5Y,FAKE_REPLACE_ME - 6M,1,0,2026-08-11,0.176171,0.173161,-0.00301,OFFICIAL,Available
ir/inflationvega,IR,InflationVega,FAKE_REPLACE_ME - US CPI Vol,FAKE_REPLACE_ME - 5Y,FAKE_REPLACE_ME - 1Y,1,1,2026-08-11,0.239411,0.240021,0.00061,OFFICIAL,Available
ir/inflationvega,IR,InflationVega,FAKE_REPLACE_ME - US CPI Vol,FAKE_REPLACE_ME - 5Y,FAKE_REPLACE_ME - 2Y,1,2,2026-08-11,0.161834,0.166974,0.00514,OFFICIAL,Available
ir/inflationvega,IR,InflationVega,FAKE_REPLACE_ME - US CPI Vol,FAKE_REPLACE_ME - 10Y,FAKE_REPLACE_ME - 6M,2,0,2026-08-11,0.33554,0.33215,-0.00339,OFFICIAL,Available
ir/inflationvega,IR,InflationVega,FAKE_REPLACE_ME - US CPI Vol,FAKE_REPLACE_ME - 10Y,FAKE_REPLACE_ME - 1Y,2,1,2026-08-11,0.174218,0.184768,0.01055,OFFICIAL,Available
ir/inflationvega,IR,InflationVega,FAKE_REPLACE_ME - US CPI Vol,FAKE_REPLACE_ME - 10Y,FAKE_REPLACE_ME - 2Y,2,2,2026-08-11,0.052685,0.042535,-0.01015,OFFICIAL,Available
ir/inflationvega,IR,InflationVega,FAKE_REPLACE_ME - US CPI Vol,FAKE_REPLACE_ME - 20Y,FAKE_REPLACE_ME - 6M,3,0,2026-08-11,0.342215,0.331885,-0.01033,OFFICIAL,Available
ir/inflationvega,IR,InflationVega,FAKE_REPLACE_ME - US CPI Vol,FAKE_REPLACE_ME - 20Y,FAKE_REPLACE_ME - 1Y,3,1,2026-08-11,0.084707,0.089497,0.00479,OFFICIAL,Available
ir/inflationvega,IR,InflationVega,FAKE_REPLACE_ME - US CPI Vol,FAKE_REPLACE_ME - 20Y,FAKE_REPLACE_ME - 2Y,3,2,2026-08-11,0.074309,0.066389,-0.00792,OFFICIAL,Available
ir/inflationvega,IR,InflationVega,FAKE_REPLACE_ME - US CPI Vol,FAKE_REPLACE_ME - 30Y,FAKE_REPLACE_ME - 6M,4,0,2026-08-11,0.331214,0.323034,-0.00818,OFFICIAL,Available
ir/inflationvega,IR,InflationVega,FAKE_REPLACE_ME - US CPI Vol,FAKE_REPLACE_ME - 30Y,FAKE_REPLACE_ME - 1Y,4,1,2026-08-11,0.24734,0.25078,0.00344,OFFICIAL,Available
ir/inflationvega,IR,InflationVega,FAKE_REPLACE_ME - US CPI Vol,FAKE_REPLACE_ME - 30Y,FAKE_REPLACE_ME - 2Y,4,2,2026-08-11,0.166292,0.176522,0.01023,OFFICIAL,Available
ir/inflationvega,IR,InflationVega,FAKE_REPLACE_ME - EU HICP Vol,FAKE_REPLACE_ME - 2Y,FAKE_REPLACE_ME - 6M,0,0,2026-08-11,0.334226,0.335546,0.00132,OFFICIAL,Available
ir/inflationvega,IR,InflationVega,FAKE_REPLACE_ME - EU HICP Vol,FAKE_REPLACE_ME - 2Y,FAKE_REPLACE_ME - 1Y,0,1,2026-08-11,0.101528,0.091438,-0.01009,OFFICIAL,Available
ir/inflationvega,IR,InflationVega,FAKE_REPLACE_ME - EU HICP Vol,FAKE_REPLACE_ME - 2Y,FAKE_REPLACE_ME - 2Y,0,2,2026-08-11,0.323924,0.329244,0.00532,OFFICIAL,Available
ir/inflationvega,IR,InflationVega,FAKE_REPLACE_ME - EU HICP Vol,FAKE_REPLACE_ME - 5Y,FAKE_REPLACE_ME - 6M,1,0,2026-08-11,0.322148,0.317468,-0.00468,OFFICIAL,Available
ir/inflationvega,IR,InflationVega,FAKE_REPLACE_ME - EU HICP Vol,FAKE_REPLACE_ME - 5Y,FAKE_REPLACE_ME - 1Y,1,1,2026-08-11,0.130967,0.129607,-0.00136,OFFICIAL,Available
ir/inflationvega,IR,InflationVega,FAKE_REPLACE_ME - EU HICP Vol,FAKE_REPLACE_ME - 5Y,FAKE_REPLACE_ME - 2Y,1,2,2026-08-11,0.292286,0.300806,0.00852,OFFICIAL,Available
ir/inflationvega,IR,InflationVega,FAKE_REPLACE_ME - EU HICP Vol,FAKE_REPLACE_ME - 10Y,FAKE_REPLACE_ME - 6M,2,0,2026-08-11,0.10214,0.09402,-0.00812,OFFICIAL,Available
ir/inflationvega,IR,InflationVega,FAKE_REPLACE_ME - EU HICP Vol,FAKE_REPLACE_ME - 10Y,FAKE_REPLACE_ME - 1Y,2,1,2026-08-11,0.163181,0.161031,-0.00215,OFFICIAL,Available
ir/inflationvega,IR,InflationVega,FAKE_REPLACE_ME - EU HICP Vol,FAKE_REPLACE_ME - 10Y,FAKE_REPLACE_ME - 2Y,2,2,2026-08-11,0.252269,0.257409,0.00514,OFFICIAL,Available
ir/inflationvega,IR,InflationVega,FAKE_REPLACE_ME - EU HICP Vol,FAKE_REPLACE_ME - 20Y,FAKE_REPLACE_ME - 6M,3,0,2026-08-11,0.270476,0.257616,-0.01286,OFFICIAL,Available
ir/inflationvega,IR,InflationVega,FAKE_REPLACE_ME - EU HICP Vol,FAKE_REPLACE_ME - 20Y,FAKE_REPLACE_ME - 1Y,3,1,2026-08-11,0.061778,0.061008,-0.00077,OFFICIAL,Available
ir/inflationvega,IR,InflationVega,FAKE_REPLACE_ME - EU HICP Vol,FAKE_REPLACE_ME - 20Y,FAKE_REPLACE_ME - 2Y,3,2,2026-08-11,0.168317,0.172727,0.00441,OFFICIAL,Available
ir/inflationvega,IR,InflationVega,FAKE_REPLACE_ME - EU HICP Vol,FAKE_REPLACE_ME - 30Y,FAKE_REPLACE_ME - 6M,4,0,2026-08-11,0.286043,0.292033,0.00599,OFFICIAL,Available
ir/inflationvega,IR,InflationVega,FAKE_REPLACE_ME - EU HICP Vol,FAKE_REPLACE_ME - 30Y,FAKE_REPLACE_ME - 1Y,4,1,2026-08-11,0.168911,0.156641,-0.01227,OFFICIAL,Available
ir/inflationvega,IR,InflationVega,FAKE_REPLACE_ME - EU HICP Vol,FAKE_REPLACE_ME - 30Y,FAKE_REPLACE_ME - 2Y,4,2,2026-08-11,0.113669,0.103719,-0.00995,OFFICIAL,Available
ir/inflationvega,IR,InflationVega,FAKE_REPLACE_ME - UK RPI Vol,FAKE_REPLACE_ME - 2Y,FAKE_REPLACE_ME - 6M,0,0,2026-08-11,0.301571,0.310741,0.00917,OFFICIAL,Available
ir/inflationvega,IR,InflationVega,FAKE_REPLACE_ME - UK RPI Vol,FAKE_REPLACE_ME - 2Y,FAKE_REPLACE_ME - 1Y,0,1,2026-08-11,0.089678,0.099168,0.00949,OFFICIAL,Available
ir/inflationvega,IR,InflationVega,FAKE_REPLACE_ME - UK RPI Vol,FAKE_REPLACE_ME - 2Y,FAKE_REPLACE_ME - 2Y,0,2,2026-08-11,0.100061,0.110471,0.01041,OFFICIAL,Available
ir/inflationvega,IR,InflationVega,FAKE_REPLACE_ME - UK RPI Vol,FAKE_REPLACE_ME - 5Y,FAKE_REPLACE_ME - 6M,1,0,2026-08-11,0.193301,0.189091,-0.00421,OFFICIAL,Available
ir/inflationvega,IR,InflationVega,FAKE_REPLACE_ME - UK RPI Vol,FAKE_REPLACE_ME - 5Y,FAKE_REPLACE_ME - 1Y,1,1,2026-08-11,0.228782,0.240362,0.01158,OFFICIAL,Available
ir/inflationvega,IR,InflationVega,FAKE_REPLACE_ME - UK RPI Vol,FAKE_REPLACE_ME - 5Y,FAKE_REPLACE_ME - 2Y,1,2,2026-08-11,0.289958,0.300928,0.01097,OFFICIAL,Available
ir/inflationvega,IR,InflationVega,FAKE_REPLACE_ME - UK RPI Vol,FAKE_REPLACE_ME - 10Y,FAKE_REPLACE_ME - 6M,2,0,2026-08-11,0.34382,0.35367,0.00985,OFFICIAL,Available
ir/inflationvega,IR,InflationVega,FAKE_REPLACE_ME - UK RPI Vol,FAKE_REPLACE_ME - 10Y,FAKE_REPLACE_ME - 1Y,2,1,2026-08-11,0.349001,0.346611,-0.00239,OFFICIAL,Available
ir/inflationvega,IR,InflationVega,FAKE_REPLACE_ME - UK RPI Vol,FAKE_REPLACE_ME - 10Y,FAKE_REPLACE_ME - 2Y,2,2,2026-08-11,0.091364,0.100244,0.00888,OFFICIAL,Available
ir/inflationvega,IR,InflationVega,FAKE_REPLACE_ME - UK RPI Vol,FAKE_REPLACE_ME - 20Y,FAKE_REPLACE_ME - 6M,3,0,2026-08-11,0.283376,0.270426,-0.01295,OFFICIAL,Available
ir/inflationvega,IR,InflationVega,FAKE_REPLACE_ME - UK RPI Vol,FAKE_REPLACE_ME - 20Y,FAKE_REPLACE_ME - 1Y,3,1,2026-08-11,0.237068,0.230448,-0.00662,OFFICIAL,Available
ir/inflationvega,IR,InflationVega,FAKE_REPLACE_ME - UK RPI Vol,FAKE_REPLACE_ME - 20Y,FAKE_REPLACE_ME - 2Y,3,2,2026-08-11,0.105035,0.099765,-0.00527,OFFICIAL,Available
ir/inflationvega,IR,InflationVega,FAKE_REPLACE_ME - UK RPI Vol,FAKE_REPLACE_ME - 30Y,FAKE_REPLACE_ME - 6M,4,0,2026-08-11,0.345068,0.336858,-0.00821,OFFICIAL,Available
ir/inflationvega,IR,InflationVega,FAKE_REPLACE_ME - UK RPI Vol,FAKE_REPLACE_ME - 30Y,FAKE_REPLACE_ME - 1Y,4,1,2026-08-11,0.20279,0.1899,-0.01289,OFFICIAL,Available
ir/inflationvega,IR,InflationVega,FAKE_REPLACE_ME - UK RPI Vol,FAKE_REPLACE_ME - 30Y,FAKE_REPLACE_ME - 2Y,4,2,2026-08-11,0.304424,0.291894,-0.01253,OFFICIAL,Available
ir/basis,IR,Basis,FAKE_REPLACE_ME - USD 3M/6M,FAKE_REPLACE_ME - 3M,N/A,0,,2026-08-11,0.036898,0.037168,0.00027,OFFICIAL,Available
ir/basis,IR,Basis,FAKE_REPLACE_ME - USD 3M/6M,FAKE_REPLACE_ME - 6M,N/A,1,,2026-08-11,0.046378,0.044888,-0.00149,OFFICIAL,Available
ir/basis,IR,Basis,FAKE_REPLACE_ME - USD 3M/6M,FAKE_REPLACE_ME - 1Y,N/A,2,,2026-08-11,0.023474,0.023934,0.00046,OFFICIAL,Available
ir/basis,IR,Basis,FAKE_REPLACE_ME - USD 3M/6M,FAKE_REPLACE_ME - 2Y,N/A,3,,2026-08-11,0.00885,0.00832,-0.00053,OFFICIAL,Available
ir/basis,IR,Basis,FAKE_REPLACE_ME - USD 3M/6M,FAKE_REPLACE_ME - 5Y,N/A,4,,2026-08-11,0.040055,0.039735,-0.00032,OFFICIAL,Available
ir/basis,IR,Basis,FAKE_REPLACE_ME - EUR 3M/6M,FAKE_REPLACE_ME - 3M,N/A,0,,2026-08-11,0.044811,0.043631,-0.00118,OFFICIAL,Available
ir/basis,IR,Basis,FAKE_REPLACE_ME - EUR 3M/6M,FAKE_REPLACE_ME - 6M,N/A,1,,2026-08-11,0.019199,0.018069,-0.00113,OFFICIAL,Available
ir/basis,IR,Basis,FAKE_REPLACE_ME - EUR 3M/6M,FAKE_REPLACE_ME - 1Y,N/A,2,,2026-08-11,0.073533,0.072873,-0.00066,OFFICIAL,Available
ir/basis,IR,Basis,FAKE_REPLACE_ME - EUR 3M/6M,FAKE_REPLACE_ME - 2Y,N/A,3,,2026-08-11,0.029087,0.028727,-0.00036,OFFICIAL,Available
