Source Type,Risk Type,Risk Greek,Underlying,Tenor Swap,Tenor Option,Tenor Swap Order,Tenor Option Order,Market Date,Open,Current,Move,Market Status,Market Data Status
ir/xccyvega,IR,XCCYVega,FAKE_REPLACE_ME - EUR/USD XCCY Vol,FAKE_REPLACE_ME - 5Y,FAKE_REPLACE_ME - 6M,2,1,2026-08-13,0.170786,0.167206,-0.00358,OFFICIAL,Available
ir/xccyvega,IR,XCCYVega,FAKE_REPLACE_ME - EUR/USD XCCY Vol,FAKE_REPLACE_ME - 5Y,FAKE_REPLACE_ME - 1Y,2,2,2026-08-13,0.137129,0.141509,0.00438,OFFICIAL,Available
ir/xccyvega,IR,XCCYVega,FAKE_REPLACE_ME - EUR/USD XCCY Vol,FAKE_REPLACE_ME - 5Y,FAKE_REPLACE_ME - 2Y,2,3,2026-08-13,0.343715,0.353145,0.00943,OFFICIAL,Available
ir/xccyvega,IR,XCCYVega,FAKE_REPLACE_ME - EUR/USD XCCY Vol,FAKE_REPLACE_ME - 10Y,FAKE_REPLACE_ME - 3M,3,0,2026-08-13,0.196148,0.185018,-0.01113,OFFICIAL,Available
ir/xccyvega,IR,XCCYVega,FAKE_REPLACE_ME - EUR/USD XCCY Vol,FAKE_REPLACE_ME - 10Y,FAKE_REPLACE_ME - 6M,3,1,2026-08-13,0.232889,0.234249,0.00136,OFFICIAL,Available
ir/xccyvega,IR,XCCYVega,FAKE_REPLACE_ME - EUR/USD XCCY Vol,FAKE_REPLACE_ME - 10Y,FAKE_REPLACE_ME - 1Y,3,2,2026-08-13,0.177632,0.189482,0.01185,OFFICIAL,Available
ir/xccyvega,IR,XCCYVega,FAKE_REPLACE_ME - EUR/USD XCCY Vol,FAKE_REPLACE_ME - 10Y,FAKE_REPLACE_ME - 2Y,3,3,2026-08-13,0.214724,0.205214,-0.00951,OFFICIAL,Available
ir/xccyvega,IR,XCCYVega,FAKE_REPLACE_ME - EUR/USD XCCY Vol,FAKE_REPLACE_ME - 30Y,FAKE_REPLACE_ME - 3M,4,0,2026-08-13,0.217247,0.216607,-0.00064,OFFICIAL,Available
ir/xccyvega,IR,XCCYVega,FAKE_REPLACE_ME - EUR/USD XCCY Vol,FAKE_REPLACE_ME - 30Y,FAKE_REPLACE_ME - 6M,4,1,2026-08-13,0.216458,0.208328,-0.00813,OFFICIAL,Available
ir/xccyvega,IR,XCCYVega,FAKE_REPLACE_ME - EUR/USD XCCY Vol,FAKE_REPLACE_ME - 30Y,FAKE_REPLACE_ME - 1Y,4,2,2026-08-13,0.065888,0.069348,0.00346,OFFICIAL,Available
ir/xccyvega,IR,XCCYVega,FAKE_REPLACE_ME - EUR/USD XCCY Vol,FAKE_REPLACE_ME - 30Y,FAKE_REPLACE_ME - 2Y,4,3,2026-08-13,0.228725,0.217675,-0.01105,OFFICIAL,Available
ir/xccyvega,IR,XCCYVega,FAKE_REPLACE_ME - GBP/USD XCCY Vol,FAKE_REPLACE_ME - 1Y,FAKE_REPLACE_ME - 3M,0,0,2026-08-13,0.233411,0.230311,-0.0031,OFFICIAL,Available
ir/xccyvega,IR,XCCYVega,FAKE_REPLACE_ME - GBP/USD XCCY Vol,FAKE_REPLACE_ME - 1Y,FAKE_REPLACE_ME - 6M,0,1,2026-08-13,0.088226,0.084596,-0.00363,OFFICIAL,Available
ir/xccyvega,IR,XCCYVega,FAKE_REPLACE_ME - GBP/USD XCCY Vol,FAKE_REPLACE_ME - 1Y,FAKE_REPLACE_ME - 1Y,0,2,2026-08-13,0.323714,0.333084,0.00937,OFFICIAL,Available
ir/xccyvega,IR,XCCYVega,FAKE_REPLACE_ME - GBP/USD XCCY Vol,FAKE_REPLACE_ME - 1Y,FAKE_REPLACE_ME - 2Y,0,3,2026-08-13,0.238643,0.250973,0.01233,OFFICIAL,Available
ir/xccyvega,IR,XCCYVega,FAKE_REPLACE_ME - GBP/USD XCCY Vol,FAKE_REPLACE_ME - 3Y,FAKE_REPLACE_ME - 3M,1,0,2026-08-13,0.182645,0.174585,-0.00806,OFFICIAL,Available
ir/xccyvega,IR,XCCYVega,FAKE_REPLACE_ME - GBP/USD XCCY Vol,FAKE_REPLACE_ME - 3Y,FAKE_REPLACE_ME - 6M,1,1,2026-08-13,0.250994,0.253424,0.00243,OFFICIAL,Available
ir/xccyvega,IR,XCCYVega,FAKE_REPLACE_ME - GBP/USD XCCY Vol,FAKE_REPLACE_ME - 3Y,FAKE_REPLACE_ME - 1Y,1,2,2026-08-13,0.140978,0.150408,0.00943,OFFICIAL,Available
ir/xccyvega,IR,XCCYVega,FAKE_REPLACE_ME - GBP/USD XCCY Vol,FAKE_REPLACE_ME - 3Y,FAKE_REPLACE_ME - 2Y,1,3,2026-08-13,0.203501,0.198471,-0.00503,OFFICIAL,Available
ir/xccyvega,IR,XCCYVega,FAKE_REPLACE_ME - GBP/USD XCCY Vol,FAKE_REPLACE_ME - 5Y,FAKE_REPLACE_ME - 3M,2,0,2026-08-13,0.119597,0.112027,-0.00757,OFFICIAL,Available
ir/xccyvega,IR,XCCYVega,FAKE_REPLACE_ME - GBP/USD XCCY Vol,FAKE_REPLACE_ME - 5Y,FAKE_REPLACE_ME - 6M,2,1,2026-08-13,0.20825,0.19964,-0.00861,OFFICIAL,Available
ir/xccyvega,IR,XCCYVega,FAKE_REPLACE_ME - GBP/USD XCCY Vol,FAKE_REPLACE_ME - 5Y,FAKE_REPLACE_ME - 1Y,2,2,2026-08-13,0.326549,0.337479,0.01093,OFFICIAL,Available
ir/xccyvega,IR,XCCYVega,FAKE_REPLACE_ME - GBP/USD XCCY Vol,FAKE_REPLACE_ME - 5Y,FAKE_REPLACE_ME - 2Y,2,3,2026-08-13,0.111764,0.121654,0.00989,OFFICIAL,Available
ir/xccyvega,IR,XCCYVega,FAKE_REPLACE_ME - GBP/USD XCCY Vol,FAKE_REPLACE_ME - 10Y,FAKE_REPLACE_ME - 3M,3,0,2026-08-13,0.214652,0.209562,-0.00509,OFFICIAL,Available
ir/xccyvega,IR,XCCYVega,FAKE_REPLACE_ME - GBP/USD XCCY Vol,FAKE_REPLACE_ME - 10Y,FAKE_REPLACE_ME - 6M,3,1,2026-08-13,0.290723,0.296213,0.00549,OFFICIAL,Available
ir/xccyvega,IR,XCCYVega,FAKE_REPLACE_ME - GBP/USD XCCY Vol,FAKE_REPLACE_ME - 10Y,FAKE_REPLACE_ME - 1Y,3,2,2026-08-13,0.321464,0.314454,-0.00701,OFFICIAL,Available
ir/xccyvega,IR,XCCYVega,FAKE_REPLACE_ME - GBP/USD XCCY Vol,FAKE_REPLACE_ME - 10Y,FAKE_REPLACE_ME - 2Y,3,3,2026-08-13,0.098318,0.090188,-0.00813,OFFICIAL,Available
ir/xccyvega,IR,XCCYVega,FAKE_REPLACE_ME - GBP/USD XCCY Vol,FAKE_REPLACE_ME - 30Y,FAKE_REPLACE_ME - 3M,4,0,2026-08-13,0.228602,0.224092,-0.00451,OFFICIAL,Available
ir/xccyvega,IR,XCCYVega,FAKE_REPLACE_ME - GBP/USD XCCY Vol,FAKE_REPLACE_ME - 30Y,FAKE_REPLACE_ME - 6M,4,1,2026-08-13,0.287474,0.297374,0.0099,OFFICIAL,Available
ir/xccyvega,IR,XCCYVega,FAKE_REPLACE_ME - GBP/USD XCCY Vol,FAKE_REPLACE_ME - 30Y,FAKE_REPLACE_ME - 1Y,4,2,2026-08-13,0.170006,0.181896,0.01189,OFFICIAL,Available
ir/xccyvega,IR,XCCYVega,FAKE_REPLACE_ME - GBP/USD XCCY Vol,FAKE_REPLACE_ME - 30Y,FAKE_REPLACE_ME - 2Y,4,3,2026-08-13,0.203429,0.202789,-0.00064,OFFICIAL,Available
ir/xccyvega,IR,XCCYVega,FAKE_REPLACE_ME - USD/JPY XCCY Vol,FAKE_REPLACE_ME - 1Y,FAKE_REPLACE_ME - 3M,0,0,2026-08-13,0.157616,0.163076,0.00546,OFFICIAL,Available
ir/xccyvega,IR,XCCYVega,FAKE_REPLACE_ME - USD/JPY XCCY Vol,FAKE_REPLACE_ME - 1Y,FAKE_REPLACE_ME - 6M,0,1,2026-08-13,0.222725,0.228205,0.00548,OFFICIAL,Available
ir/xccyvega,IR,XCCYVega,FAKE_REPLACE_ME - USD/JPY XCCY Vol,FAKE_REPLACE_ME - 1Y,FAKE_REPLACE_ME - 1Y,0,2,2026-08-13,0.179945,0.171935,-0.00801,OFFICIAL,Available
ir/xccyvega,IR,XCCYVega,FAKE_REPLACE_ME - USD/JPY XCCY Vol,FAKE_REPLACE_ME - 1Y,FAKE_REPLACE_ME - 2Y,0,3,2026-08-13,0.343775,0.355625,0.01185,OFFICIAL,Available
ir/xccyvega,IR,XCCYVega,FAKE_REPLACE_ME - USD/JPY XCCY Vol,FAKE_REPLACE_ME - 3Y,FAKE_REPLACE_ME - 3M,1,0,2026-08-13,0.334997,0.342907,0.00791,OFFICIAL,Available
ir/xccyvega,IR,XCCYVega,FAKE_REPLACE_ME - USD/JPY XCCY Vol,FAKE_REPLACE_ME - 3Y,FAKE_REPLACE_ME - 6M,1,1,2026-08-13,0.094526,0.095856,0.00133,OFFICIAL,Available
ir/xccyvega,IR,XCCYVega,FAKE_REPLACE_ME - USD/JPY XCCY Vol,FAKE_REPLACE_ME - 3Y,FAKE_REPLACE_ME - 1Y,1,2,2026-08-13,0.285926,0.287836,0.00191,OFFICIAL,Available
ir/xccyvega,IR,XCCYVega,FAKE_REPLACE_ME - USD/JPY XCCY Vol,FAKE_REPLACE_ME - 3Y,FAKE_REPLACE_ME - 2Y,1,3,2026-08-13,0.24089,0.25276,0.01187,OFFICIAL,Available
ir/xccyvega,IR,XCCYVega,FAKE_REPLACE_ME - USD/JPY XCCY Vol,FAKE_REPLACE_ME - 5Y,FAKE_REPLACE_ME - 3M,2,0,2026-08-13,0.283454,0.276414,-0.00704,OFFICIAL,Available
ir/xccyvega,IR,XCCYVega,FAKE_REPLACE_ME - USD/JPY XCCY Vol,FAKE_REPLACE_ME - 5Y,FAKE_REPLACE_ME - 6M,2,1,2026-08-13,0.108848,0.103268,-0.00558,OFFICIAL,Available
ir/xccyvega,IR,XCCYVega,FAKE_REPLACE_ME - USD/JPY XCCY Vol,FAKE_REPLACE_ME - 5Y,FAKE_REPLACE_ME - 1Y,2,2,2026-08-13,0.167069,0.161409,-0.00566,OFFICIAL,Available
ir/xccyvega,IR,XCCYVega,FAKE_REPLACE_ME - USD/JPY XCCY Vol,FAKE_REPLACE_ME - 5Y,FAKE_REPLACE_ME - 2Y,2,3,2026-08-13,0.231278,0.239738,0.00846,OFFICIAL,Available
ir/xccyvega,IR,XCCYVega,FAKE_REPLACE_ME - USD/JPY XCCY Vol,FAKE_REPLACE_ME - 10Y,FAKE_REPLACE_ME - 3M,3,0,2026-08-13,0.142748,0.134158,-0.00859,OFFICIAL,Available
ir/xccyvega,IR,XCCYVega,FAKE_REPLACE_ME - USD/JPY XCCY Vol,FAKE_REPLACE_ME - 10Y,FAKE_REPLACE_ME - 6M,3,1,2026-08-13,0.279293,0.291643,0.01235,OFFICIAL,Available
ir/xccyvega,IR,XCCYVega,FAKE_REPLACE_ME - USD/JPY XCCY Vol,FAKE_REPLACE_ME - 10Y,FAKE_REPLACE_ME - 1Y,3,2,2026-08-13,0.065228,0.067638,0.00241,OFFICIAL,Available
ir/xccyvega,IR,XCCYVega,FAKE_REPLACE_ME - USD/JPY XCCY Vol,FAKE_REPLACE_ME - 10Y,FAKE_REPLACE_ME - 2Y,3,3,2026-08-13,0.094805,0.103655,0.00885,OFFICIAL,Available
ir/xccyvega,IR,XCCYVega,FAKE_REPLACE_ME - USD/JPY XCCY Vol,FAKE_REPLACE_ME - 30Y,FAKE_REPLACE_ME - 3M,4,0,2026-08-13,0.170372,0.163262,-0.00711,OFFICIAL,Available
ir/xccyvega,IR,XCCYVega,FAKE_REPLACE_ME - USD/JPY XCCY Vol,FAKE_REPLACE_ME - 30Y,FAKE_REPLACE_ME - 6M,4,1,2026-08-13,0.121658,0.127538,0.00588,OFFICIAL,Available
ir/xccyvega,IR,XCCYVega,FAKE_REPLACE_ME - USD/JPY XCCY Vol,FAKE_REPLACE_ME - 30Y,FAKE_REPLACE_ME - 1Y,4,2,2026-08-13,0.061511,0.054361,-0.00715,OFFICIAL,Available
ir/xccyvega,IR,XCCYVega,FAKE_REPLACE_ME - USD/JPY XCCY Vol,FAKE_REPLACE_ME - 30Y,FAKE_REPLACE_ME - 2Y,4,3,2026-08-13,0.281222,0.291172,0.00995,OFFICIAL,Available
ir/inflation,IR,Inflation,FAKE_REPLACE_ME - US CPI,FAKE_REPLACE_ME - 2Y,N/A,0,,2026-08-13,0.075887,0.074987,-0.0009,OFFICIAL,Available
ir/inflation,IR,Inflation,FAKE_REPLACE_ME - US CPI,FAKE_REPLACE_ME - 5Y,N/A,1,,2026-08-13,0.012275,0.012105,-0.00017,OFFICIAL,Available
ir/inflation,IR,Inflation,FAKE_REPLACE_ME - US CPI,FAKE_REPLACE_ME - 10Y,N/A,2,,2026-08-13,0.035931,0.034561,-0.00137,OFFICIAL,Available
ir/inflation,IR,Inflation,FAKE_REPLACE_ME - US CPI,FAKE_REPLACE_ME - 20Y,N/A,3,,2026-08-13,0.034994,0.035634,0.00064,OFFICIAL,Available
ir/inflation,IR,Inflation,FAKE_REPLACE_ME - US CPI,FAKE_REPLACE_ME - 30Y,N/A,4,,2026-08-13,0.066289,0.065398,-0.000891,OFFICIAL,Available
ir/inflation,IR,Inflation,FAKE_REPLACE_ME - EU HICP,FAKE_REPLACE_ME - 2Y,N/A,0,,2026-08-13,0.035327,0.034377,-0.00095,OFFICIAL,Available
ir/inflation,IR,Inflation,FAKE_REPLACE_ME - EU HICP,FAKE_REPLACE_ME - 5Y,N/A,1,,2026-08-13,0.067397,0.067677,0.00028,OFFICIAL,Available
ir/inflation,IR,Inflation,FAKE_REPLACE_ME - EU HICP,FAKE_REPLACE_ME - 10Y,N/A,2,,2026-08-13,0.024862,0.024982,0.00012,OFFICIAL,Available
ir/inflation,IR,Inflation,FAKE_REPLACE_ME - EU HICP,FAKE_REPLACE_ME - 20Y,N/A,3,,2026-08-13,0.060212,0.061132,0.00092,OFFICIAL,Available
ir/inflation,IR,Inflation,FAKE_REPLACE_ME - EU HICP,FAKE_REPLACE_ME - 30Y,N/A,4,,2026-08-13,0.028404,0.028184,-0.00022,OFFICIAL,Available
ir/inflation,IR,Inflation,FAKE_REPLACE_ME - UK RPI,FAKE_REPLACE_ME - 2Y,N/A,0,,2026-08-13,0.079208,0.080018,0.00081,OFFICIAL,Available
ir/inflation,IR,Inflation,FAKE_REPLACE_ME - UK RPI,FAKE_REPLACE_ME - 5Y,N/A,1,,2026-08-13,0.034109,0.033889,-0.00022,OFFICIAL,Available
ir/inflation,IR,Inflation,FAKE_REPLACE_ME - UK RPI,FAKE_REPLACE_ME - 10Y,N/A,2,,2026-08-13,0.033819,0.034419,0.0006,OFFICIAL,Available
ir/inflation,IR,Inflation,FAKE_REPLACE_ME - UK RPI,FAKE_REPLACE_ME - 20Y,N/A,3,,2026-08-13,0.011287,0.010637,-0.00065,OFFICIAL,Available
ir/inflation,IR,Inflation,FAKE_REPLACE_ME - UK RPI,FAKE_REPLACE_ME - 30Y,N/A,4,,2026-08-13,0.009769,0.010809,0.00104,OFFICIAL,Available
ir/inflationvega,IR,InflationVega,FAKE_REPLACE_ME - US CPI Vol,FAKE_REPLACE_ME - 2Y,FAKE_REPLACE_ME - 6M,0,0,2026-08-13,0.23804,0.244,0.00596,OFFICIAL,Available
ir/inflationvega,IR,InflationVega,FAKE_REPLACE_ME - US CPI Vol,FAKE_REPLACE_ME - 2Y,FAKE_REPLACE_ME - 1Y,0,1,2026-08-13,0.258905,0.250235,-0.00867,OFFICIAL,Available
ir/inflationvega,IR,InflationVega,FAKE_REPLACE_ME - US CPI Vol,FAKE_REPLACE_ME - 2Y,FAKE_REPLACE_ME - 2Y,0,2,2026-08-13,0.149204,0.157134,0.00793,OFFICIAL,Available
ir/inflationvega,IR,InflationVega,FAKE_REPLACE_ME - US CPI Vol,FAKE_REPLACE_ME - 5Y,FAKE_REPLACE_ME - 6M,1,0,2026-08-13,0.176171,0.173501,-0.00267,OFFICIAL,Available
ir/inflationvega,IR,InflationVega,FAKE_REPLACE_ME - US CPI Vol,FAKE_REPLACE_ME - 5Y,FAKE_REPLACE_ME - 1Y,1,1,2026-08-13,0.239411,0.240281,0.00087,OFFICIAL,Available
ir/inflationvega,IR,InflationVega,FAKE_REPLACE_ME - US CPI Vol,FAKE_REPLACE_ME - 5Y,FAKE_REPLACE_ME - 2Y,1,2,2026-08-13,0.161834,0.167214,0.00538,OFFICIAL,Available
ir/inflationvega,IR,InflationVega,FAKE_REPLACE_ME - US CPI Vol,FAKE_REPLACE_ME - 10Y,FAKE_REPLACE_ME - 6M,2,0,2026-08-13,0.33554,0.33241,-0.00313,OFFICIAL,Available
ir/inflationvega,IR,InflationVega,FAKE_REPLACE_ME - US CPI Vol,FAKE_REPLACE_ME - 10Y,FAKE_REPLACE_ME - 1Y,2,1,2026-08-13,0.174218,0.185068,0.01085,OFFICIAL,Available
ir/inflationvega,IR,InflationVega,FAKE_REPLACE_ME - US CPI Vol,FAKE_REPLACE_ME - 10Y,FAKE_REPLACE_ME - 2Y,2,2,2026-08-13,0.052685,0.042635,-0.01005,OFFICIAL,Available
ir/inflationvega,IR,InflationVega,FAKE_REPLACE_ME - US CPI Vol,FAKE_REPLACE_ME - 20Y,FAKE_REPLACE_ME - 6M,3,0,2026-08-13,0.342215,0.332105,-0.01011,OFFICIAL,Available
ir/inflationvega,IR,InflationVega,FAKE_REPLACE_ME - US CPI Vol,FAKE_REPLACE_ME - 20Y,FAKE_REPLACE_ME - 1Y,3,1,2026-08-13,0.084707,0.089637,0.00493,OFFICIAL,Available
ir/inflationvega,IR,InflationVega,FAKE_REPLACE_ME - US CPI Vol,FAKE_REPLACE_ME - 20Y,FAKE_REPLACE_ME - 2Y,3,2,2026-08-13,0.074309,0.066669,-0.00764,OFFICIAL,Available
ir/inflationvega,IR,InflationVega,FAKE_REPLACE_ME - US CPI Vol,FAKE_REPLACE_ME - 30Y,FAKE_REPLACE_ME - 6M,4,0,2026-08-13,0.331214,0.323154,-0.00806,OFFICIAL,Available
ir/inflationvega,IR,InflationVega,FAKE_REPLACE_ME - US CPI Vol,FAKE_REPLACE_ME - 30Y,FAKE_REPLACE_ME - 1Y,4,1,2026-08-13,0.24734,0.25082,0.00348,OFFICIAL,Available
ir/inflationvega,IR,InflationVega,FAKE_REPLACE_ME - US CPI Vol,FAKE_REPLACE_ME - 30Y,FAKE_REPLACE_ME - 2Y,4,2,2026-08-13,0.166292,0.176702,0.01041,OFFICIAL,Available
ir/inflationvega,IR,InflationVega,FAKE_REPLACE_ME - EU HICP Vol,FAKE_REPLACE_ME - 2Y,FAKE_REPLACE_ME - 6M,0,0,2026-08-13,0.334226,0.335666,0.00144,OFFICIAL,Available
ir/inflationvega,IR,InflationVega,FAKE_REPLACE_ME - EU HICP Vol,FAKE_REPLACE_ME - 2Y,FAKE_REPLACE_ME - 1Y,0,1,2026-08-13,0.101528,0.091498,-0.01003,OFFICIAL,Available
ir/inflationvega,IR,InflationVega,FAKE_REPLACE_ME - EU HICP Vol,FAKE_REPLACE_ME - 2Y,FAKE_REPLACE_ME - 2Y,0,2,2026-08-13,0.323924,0.329364,0.00544,OFFICIAL,Available
ir/inflationvega,IR,InflationVega,FAKE_REPLACE_ME - EU HICP Vol,FAKE_REPLACE_ME - 5Y,FAKE_REPLACE_ME - 6M,1,0,2026-08-13,0.322148,0.317588,-0.00456,OFFICIAL,Available
ir/inflationvega,IR,InflationVega,FAKE_REPLACE_ME - EU HICP Vol,FAKE_REPLACE_ME - 5Y,FAKE_REPLACE_ME - 1Y,1,1,2026-08-13,0.130967,0.129847,-0.00112,OFFICIAL,Available
ir/inflationvega,IR,InflationVega,FAKE_REPLACE_ME - EU HICP Vol,FAKE_REPLACE_ME - 5Y,FAKE_REPLACE_ME - 2Y,1,2,2026-08-13,0.292286,0.301126,0.00884,OFFICIAL,Available
ir/inflationvega,IR,InflationVega,FAKE_REPLACE_ME - EU HICP Vol,FAKE_REPLACE_ME - 10Y,FAKE_REPLACE_ME - 6M,2,0,2026-08-13,0.10214,0.0941,-0.00804,OFFICIAL,Available
ir/inflationvega,IR,InflationVega,FAKE_REPLACE_ME - EU HICP Vol,FAKE_REPLACE_ME - 10Y,FAKE_REPLACE_ME - 1Y,2,1,2026-08-13,0.163181,0.161131,-0.00205,OFFICIAL,Available
ir/inflationvega,IR,InflationVega,FAKE_REPLACE_ME - EU HICP Vol,FAKE_REPLACE_ME - 10Y,FAKE_REPLACE_ME - 2Y,2,2,2026-08-13,0.252269,0.257649,0.00538,OFFICIAL,Available
ir/inflationvega,IR,InflationVega,FAKE_REPLACE_ME - EU HICP Vol,FAKE_REPLACE_ME - 20Y,FAKE_REPLACE_ME - 6M,3,0,2026-08-13,0.270476,0.257856,-0.01262,OFFICIAL,Available
ir/inflationvega,IR,InflationVega,FAKE_REPLACE_ME - EU HICP Vol,FAKE_REPLACE_ME - 20Y,FAKE_REPLACE_ME - 1Y,3,1,2026-08-13,0.061778,0.061188,-0.00059,OFFICIAL,Available
ir/inflationvega,IR,InflationVega,FAKE_REPLACE_ME - EU HICP Vol,FAKE_REPLACE_ME - 20Y,FAKE_REPLACE_ME - 2Y,3,2,2026-08-13,0.168317,0.172787,0.00447,OFFICIAL,Available
ir/inflationvega,IR,InflationVega,FAKE_REPLACE_ME - EU HICP Vol,FAKE_REPLACE_ME - 30Y,FAKE_REPLACE_ME - 6M,4,0,2026-08-13,0.286043,0.292373,0.00633,OFFICIAL,Available
ir/inflationvega,IR,InflationVega,FAKE_REPLACE_ME - EU HICP Vol,FAKE_REPLACE_ME - 30Y,FAKE_REPLACE_ME - 1Y,4,1,2026-08-13,0.168911,0.156821,-0.01209,OFFICIAL,Available
ir/inflationvega,IR,InflationVega,FAKE_REPLACE_ME - EU HICP Vol,FAKE_REPLACE_ME - 30Y,FAKE_REPLACE_ME - 2Y,4,2,2026-08-13,0.113669,0.104019,-0.00965,OFFICIAL,Available
ir/inflationvega,IR,InflationVega,FAKE_REPLACE_ME - UK RPI Vol,FAKE_REPLACE_ME - 2Y,FAKE_REPLACE_ME - 6M,0,0,2026-08-13,0.301571,0.310961,0.00939,OFFICIAL,Available
ir/inflationvega,IR,InflationVega,FAKE_REPLACE_ME - UK RPI Vol,FAKE_REPLACE_ME - 2Y,FAKE_REPLACE_ME - 1Y,0,1,2026-08-13,0.089678,0.099508,0.00983,OFFICIAL,Available
ir/inflationvega,IR,InflationVega,FAKE_REPLACE_ME - UK RPI Vol,FAKE_REPLACE_ME - 2Y,FAKE_REPLACE_ME - 2Y,0,2,2026-08-13,0.100061,0.110531,0.01047,OFFICIAL,Available
ir/inflationvega,IR,InflationVega,FAKE_REPLACE_ME - UK RPI Vol,FAKE_REPLACE_ME - 5Y,FAKE_REPLACE_ME - 6M,1,0,2026-08-13,0.193301,0.189231,-0.00407,OFFICIAL,Available
ir/inflationvega,IR,InflationVega,FAKE_REPLACE_ME - UK RPI Vol,FAKE_REPLACE_ME - 5Y,FAKE_REPLACE_ME - 1Y,1,1,2026-08-13,0.228782,0.240642,0.01186,OFFICIAL,Available
ir/inflationvega,IR,InflationVega,FAKE_REPLACE_ME - UK RPI Vol,FAKE_REPLACE_ME - 5Y,FAKE_REPLACE_ME - 2Y,1,2,2026-08-13,0.289958,0.300948,0.01099,OFFICIAL,Available
ir/inflationvega,IR,InflationVega,FAKE_REPLACE_ME - UK RPI Vol,FAKE_REPLACE_ME - 10Y,FAKE_REPLACE_ME - 6M,2,0,2026-08-13,0.34382,0.35377,0.00995,OFFICIAL,Available
ir/inflationvega,IR,InflationVega,FAKE_REPLACE_ME - UK RPI Vol,FAKE_REPLACE_ME - 10Y,FAKE_REPLACE_ME - 1Y,2,1,2026-08-13,0.349001,0.346871,-0.00213,OFFICIAL,Available
ir/inflationvega,IR,InflationVega,FAKE_REPLACE_ME - UK RPI Vol,FAKE_REPLACE_ME - 10Y,FAKE_REPLACE_ME - 2Y,2,2,2026-08-13,0.091364,0.100324,0.00896,OFFICIAL,Available
ir/inflationvega,IR,InflationVega,FAKE_REPLACE_ME - UK RPI Vol,FAKE_REPLACE_ME - 20Y,FAKE_REPLACE_ME - 6M,3,0,2026-08-13,0.283376,0.270726,-0.01265,OFFICIAL,Available
ir/inflationvega,IR,InflationVega,FAKE_REPLACE_ME - UK RPI Vol,FAKE_REPLACE_ME - 20Y,FAKE_REPLACE_ME - 1Y,3,1,2026-08-13,0.237068,0.230528,-0.00654,OFFICIAL,Available
ir/inflationvega,IR,InflationVega,FAKE_REPLACE_ME - UK RPI Vol,FAKE_REPLACE_ME - 20Y,FAKE_REPLACE_ME - 2Y,3,2,2026-08-13,0.105035,0.099945,-0.00509,OFFICIAL,Available
ir/inflationvega,IR,InflationVega,FAKE_REPLACE_ME - UK RPI Vol,FAKE_REPLACE_ME - 30Y,FAKE_REPLACE_ME - 6M,4,0,2026-08-13,0.345068,0.336998,-0.00807,OFFICIAL,Available
ir/inflationvega,IR,InflationVega,FAKE_REPLACE_ME - UK RPI Vol,FAKE_REPLACE_ME - 30Y,FAKE_REPLACE_ME - 1Y,4,1,2026-08-13,0.20279,0.19016,-0.01263,OFFICIAL,Available
ir/inflationvega,IR,InflationVega,FAKE_REPLACE_ME - UK RPI Vol,FAKE_REPLACE_ME - 30Y,FAKE_REPLACE_ME - 2Y,4,2,2026-08-13,0.304424,0.291914,-0.01251,OFFICIAL,Available
ir/basis,IR,Basis,FAKE_REPLACE_ME - USD 3M/6M,FAKE_REPLACE_ME - 3M,N/A,0,,2026-08-13,0.036898,0.037188,0.00029,OFFICIAL,Available
ir/basis,IR,Basis,FAKE_REPLACE_ME - USD 3M/6M,FAKE_REPLACE_ME - 6M,N/A,1,,2026-08-13,0.046378,0.045048,-0.00133,OFFICIAL,Available
ir/basis,IR,Basis,FAKE_REPLACE_ME - USD 3M/6M,FAKE_REPLACE_ME - 1Y,N/A,2,,2026-08-13,0.023474,0.023994,0.00052,OFFICIAL,Available
ir/basis,IR,Basis,FAKE_REPLACE_ME - USD 3M/6M,FAKE_REPLACE_ME - 2Y,N/A,3,,2026-08-13,0.00885,0.00834,-0.00051,OFFICIAL,Available
ir/basis,IR,Basis,FAKE_REPLACE_ME - USD 3M/6M,FAKE_REPLACE_ME - 5Y,N/A,4,,2026-08-13,0.040055,0.040015,-0.00004,OFFICIAL,Available
ir/basis,IR,Basis,FAKE_REPLACE_ME - EUR 3M/6M,FAKE_REPLACE_ME - 3M,N/A,0,,2026-08-13,0.044811,0.043651,-0.00116,OFFICIAL,Available
ir/basis,IR,Basis,FAKE_REPLACE_ME - EUR 3M/6M,FAKE_REPLACE_ME - 6M,N/A,1,,2026-08-13,0.019199,0.018289,-0.00091,OFFICIAL,Available
ir/basis,IR,Basis,FAKE_REPLACE_ME - EUR 3M/6M,FAKE_REPLACE_ME - 1Y,N/A,2,,2026-08-13,0.073533,0.072913,-0.00062,OFFICIAL,Available
ir/basis,IR,Basis,FAKE_REPLACE_ME - EUR 3M/6M,FAKE_REPLACE_ME - 2Y,N/A,3,,2026-08-13,0.029087,0.029067,-0.00002,OFFICIAL,Available
ir/basis,IR,Basis,FAKE_REPLACE_ME - EUR 3M/6M,FAKE_REPLACE_ME - 5Y,N/A,4,,2026-08-13,0.046746,0.047316,0.00057,OFFICIAL,Available
ir/basis,IR,Basis,FAKE_REPLACE_ME - GBP 3M/6M,FAKE_REPLACE_ME - 3M,N/A,0,,2026-08-13,0.039735,0.040755,0.00102,OFFICIAL,Available
